,OBJECT,LAT,LON,ALTITUDE,ALT_NORM,NEAR_TEMPLE,NEAR_BATTLE_SITE,NEAR_ANCIENT_HARBOR,NEAR_POLIS,NEAR_MODERN_CITY,CLASSIFICATION
587,Object type: strigil,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
588,Object type: sarcophagus,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
589,Object type: unguentarium,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
590,Griff einer Pfanne,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
591,Object type: bust,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
592,Object type: gem,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
593,Object type: ball,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
594,Object type: oinochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
595,Object type: skyphos; lekanis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
596,Object type: metope,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
597,Object type: pelike,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
598,Object type: sealstone; scaraboid,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
599,Object type: handle; amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
600,Object type: fitting,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
601,Object type: bowl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
602,Object type: mask,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
603,Object type: mastos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
604,Object type: lekanis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
605,Object type: jar; amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
606,Object type: waster; amulet,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
607,Object type: patera,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
608,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
609,Object type: herm,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
610,Object type: cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
611,Object type: hydria,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
612,Object type: coin,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
613,Object type: cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
614,Object type: handle; artefact,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
615,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
616,Object type: alabastron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
617,Object type: weight,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
618,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
619,Object type: jar,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
620,Object type: stand; model,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
621,Object type: pithos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
622,Object type: statue,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
623,Object type: alabastron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
624,Object type: dish,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
625,Object type: aryballos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
626,Object type: jewellery,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
627,Object type: votive plaque,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
628,Fragment vom Ohr einer Greifenprotome,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
629,Object type: jar,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
630,Object type: dish,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
631,Object type: cooking-pot,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
632,Object type: pyxis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
633,Object type: stemmed dish,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
634,Object type: dish; cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
635,Object type: base,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
636,Object type: roof-tile,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
637,Object type: model; altar,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
638,Ornamentblech (Tangentenkreise mit zwei Randstreifen schräg stehender Spiralhaken,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
639,Object type: votive offering; figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
640,Object type: cornice,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
641,Object type: lamp-stand; lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
642,Object type: fitting,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
643,Löwenmaske aus dünnem Blech,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
644,(Wasser)vogel oder Gans,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
645,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
646,Object type: coin,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
647,Object type: mirror,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
648,Object type: oinochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
649,Object type: drinking-cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
650,Object type: perfume-vase,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
651,Object type: jug,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
652,Object type: sample,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
653,Object type: bowl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
654,Object type: statuette,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
655,Object type: lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
656,Pferd (?),37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
657,Object type: fibula,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
658,Object type: gaming-piece; draughts-piece,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
659,Object type: scaraboid,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
660,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
661,Eins von acht Blechfragmenten mit Flechtbanddekor,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
662,Object type: kylix; eye-cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
663,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
664,Object type: doll,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
665,Object type: gutta,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
666,Object type: stamp-seal,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
667,Rind,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
668,Object type: diadem,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
669,Object type: transport amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
670,Fragment eines Gefäßhenkels (wohl von einer Schale),37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
671,Object type: neck-amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
672,Object type: artefact,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
673,Object type: helmet,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
674,Object type: coin,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
675,Object type: statuette,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
676,Object type: pyxis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
677,Object type: pyxis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
678,Object type: amphoriskos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
679,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
680,Object type: cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
681,Object type: amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
682,Rad,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
683,Object type: discus,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
684,Miniaturdreifußbein,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
685,Object type: base,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
686,Object type: jug,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
687,Object type: oinochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
688,Object type: base,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
689,Object type: frieze,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
690,Object type: epinetron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
691,Object type: frying-pan,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
692,Object type: hydria,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
693,Object type: alabastron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
694,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
695,Object type: bowl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
696,Object type: block,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
697,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
698,Object type: bell krater,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
699,Fragment eines rechten Flügels (zugehörig zu der urartäischen Kesselattasche Ol. 11227 und Greifenkopf Ol. 11034),37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
700,Object type: stela,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
701,Object type: block,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
702,Object type: antefix,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
703,Object type: cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
704,Object type: oinochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
705,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
706,Object type: lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
707,Object type: lamp-stand,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
708,Object type: astragalus,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
709,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
710,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
711,Object type: column krater,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
712,Object type: wall,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
713,Lanzenschuh (Sauroter) mit 11 Hohlkehlen,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
714,Object type: skyphos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
715,Object type: rod,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
716,Object type: pyxis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
717,Object type: plaque,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
718,Object type: kylix,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
719,Object type: statuette,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
720,Object type: pelike,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
721,Object type: oinochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
722,Object type: salt-cellar,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
723,Object type: pier,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
724,Profilierter Kopf eines Ziernagels,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
725,Object type: intaglio,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
726,Object type: oinochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
727,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
728,Object type: antefix,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
729,Object type: cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
730,Object type: skyphos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
731,Object type: ceiling-coffer,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
732,Object type: bowl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
733,Object type: votive offering,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
734,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
735,Object type: sculpture,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
736,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
737,Object type: votive offering; aryballos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
738,Orientalische Statuettengruppe eines Mannes mit Tier (sog. Hundehalter),37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
739,Object type: stela,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
740,Object type: spear-head,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
741,Object type: bowl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
742,Object type: statue,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
743,Object type: perirrhanterion,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
744,Object type: hydria,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
745,Object type: bust,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
746,Glocke mit Resten des Klöppels,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
747,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
748,Object type: votive offering; sculpture,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
749,Object type: oinochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
750,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
751,Object type: vase,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
752,Object type: brazier,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
753,Object type: herm,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
754,Object type: amphoriskos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
755,Object type: alabastron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
756,Object type: bowl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
757,Object type: skyphos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
758,Object type: lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
759,Object type: statuette,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
760,Object type: oinochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
761,Object type: relief,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
762,Object type: skyphos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
763,Object type: votive offering; pendant,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
764,Object type: loom-weight,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
765,Object type: column,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
766,Object type: finger-ring,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
767,Löwe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
768,Object type: kylix,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
769,Scheibe mit Reliefkopf in Vorderansicht,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
770,Object type: beaker,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
771,Object type: one-handler,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
772,Object type: lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
773,Einstufiges quadratisches Gewicht (äginetischer Standard,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
774,Object type: anta,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
775,Object type: cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
776,Object type: chous,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
777,Object type: boat-fitting,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
778,Object type: mirror-stand,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
779,Hahnenfuß,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
780,Sitzende Athena,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
781,Object type: game-board,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
782,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
783,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
784,Object type: skyphos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
785,Object type: fitting,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
786,Object type: vessel; skyphos; jug; cup; aryballos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
787,Object type: cippus,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
788,Einstufiges quadratisches Gewicht (attisch-äginetischer Standard,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
789,Object type: cornice,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
790,Object type: bowl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
791,Object type: stamnos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
792,Object type: amphoriskos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
793,Object type: figurine,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
794,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
795,Object type: votive figure; seal,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
796,Object type: bust,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
797,Object type: kylix,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
798,Object type: transport amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
799,Object type: skyphos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
800,Object type: fitting,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
801,Object type: doll,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
802,Object type: pyxis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
803,Object type: ball,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
804,Halbrunder Gefäßhenkel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
805,Herculesstatuette,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
806,Object type: cista-fitting,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
807,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
808,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
809,Object type: perfume-vase,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
810,Object type: theatre mask,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
811,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
812,Object type: alabastron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
813,Object type: unguentarium,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
814,Eiförmiger massiver Gegenstand,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
815,Object type: pyxis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
816,Object type: aryballos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
817,Object type: stud,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
818,Object type: pyxis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
819,Knöchelschiene,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
820,Einstufiges quadratisches Gewicht (attisch-äginetischer Standard,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
821,Object type: kylix,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
822,Ringhenkel mit mitgegossenem Pferdchen,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
823,Object type: olpe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
824,Object type: lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
825,Object type: lagynos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
826,Object type: plate,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
827,Object type: alabastron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
828,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
829,Object type: oinochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
830,Object type: artefact,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
831,Object type: seal-ring,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
832,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
833,Object type: doll,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
834,Längliche Perle,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
835,Object type: bowl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
836,Object type: sculpture,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
837,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
838,Object type: pyxis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
839,Object type: cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
840,Object type: base; altar,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
841,Object type: costume-fitting,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
842,Greifenprotome,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
843,Nasenschiene von einem korinthischen Helm,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
844,Object type: fitting,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
845,Fragment (Dreifußbein),37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
846,Object type: bead,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
847,Object type: krater,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
848,Object type: krater; amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
849,Object type: oinochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
850,Object type: neck-amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
851,Dreiflügelige Tüllenpfeilspitze,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
852,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
853,Object type: oinochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
854,Object type: sculpture,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
855,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
856,Object type: pyxis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
857,Object type: stela,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
858,Object type: cornice,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
859,Object type: pyxis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
860,Object type: steelyard,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
861,Object type: bust,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
862,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
863,Object type: kylix,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
864,Object type: block,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
865,Object type: kothon,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
866,Object type: capital,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
867,Object type: architecture,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
868,Object type: hydria,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
869,Object type: lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
870,Object type: amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
871,Object type: cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
872,Große Rosette mit einem Loch in der Mitte,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
873,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
874,Object type: gaming-piece; draughts-piece,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
875,Object type: kylix,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
876,Object type: figurine,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
877,Object type: dish,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
878,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
879,Object type: patera,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
880,Object type: knife,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
881,Object type: kylix,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
882,Object type: artefact,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
883,Kesselattasche in Form eines Vogels (Achtung: erfundene,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
884,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
885,Object type: signet-ring,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
886,Liegender Löwe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
887,Object type: lagynos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
888,Object type: kylix,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
889,Object type: block,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
890,Object type: skyphos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
891,Helmaufsatz,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
892,Object type: hydria,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
893,Object type: lopas; dish,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
894,Object type: relief,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
895,Object type: lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
896,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
897,Neuassyrisches Rollsiegel (unten steckt noch ein Bronzestift mit durchbohrtem Knauf): Gott mit Hörnermütze auf schreitendem Stier,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
898,Object type: bowl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
899,Object type: moulding,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
900,Object type: lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
901,Object type: cup type c,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
