,OBJECT,LAT,LON,ALTITUDE,ALT_NORM,NEAR_TEMPLE,NEAR_BATTLE_SITE,NEAR_ANCIENT_HARBOR,NEAR_POLIS,NEAR_MODERN_CITY,CLASSIFICATION
4415,NWIst275,41.9375,27.9375,56.64444351,1,1,1,1,0,1,0
4416,NWIst276,41.975,27.975,117.8289185,1,1,1,1,1,1,0
4417,NWIst277,42.0375,28.0375,-37.15301514,0.35,0,0,1,1,1,0
4418,NWIst278,42.0875,28.0875,-47.18222046,0.23,0,0,1,1,1,0
4419,NWIst279,42.15,28.15,-15.13765907,0.59,0,0,1,0,1,0
4420,NWIst280,42.1,28.1,-52.15676117,0.17,0,0,1,1,1,0
4421,NWIst281,42.1,28.1,-52.15676117,0.17,0,0,1,1,1,0
4422,NWIst282,42.125,28.125,-43,0.28,0,0,1,0,1,0
4423,NWIst283,42.1,28.1,-52.15676117,0.17,0,0,1,1,1,0
4424,NWIst284,42.05,28.05,-26.08332253,0.48,0,0,1,1,1,0
4425,NWIst285,42.1,28.1,-52.15676117,0.17,0,0,1,1,1,0
4426,NWIst286,42.1625,28.1625,-38,0.34,0,0,1,0,1,0
4427,NWIst287,42.15,28.15,-15.13765907,0.59,0,0,1,0,1,0
4428,NWIst288,42.1125,28.1125,-51,0.19,0,0,1,1,1,0
4429,NWIst289,42.0875,28.0875,-47.18222046,0.23,0,0,1,1,1,0
4430,NWIst290,42.0625,28.0625,-36.97777939,0.35,0,0,1,1,1,0
4431,NWIst291,42.05,28.05,-26.08332253,0.48,0,0,1,1,1,0
4432,NWIst292,42.0625,28.0625,-36.97777939,0.35,0,0,1,1,1,0
4433,NWIst293,42.0875,28.0875,-47.18222046,0.23,0,0,1,1,1,0
4434,NWIst294,42.0375,28.0375,-37.15301514,0.35,0,0,1,1,1,0
4435,NWIst295,42.025,28.025,-33.89296722,0.39,0,0,1,1,1,0
4436,NWIst296,42.05,28.05,-26.08332253,0.48,0,0,1,1,1,0
4437,NWIst297,42.0125,28.0125,47.93368912,1,1,0,1,1,1,0
4438,NWIst298,42.05,28.05,-26.08332253,0.48,0,0,1,1,1,0
4439,NWIst299,42.0125,28.0125,47.93368912,1,1,0,1,1,1,0
4440,NWAnk0,39.9875,31.9875,1024.361328,0,0,0,1,0,1,0
4441,NWAnk1,40.025,32.025,1089.115601,0,0,0,1,0,1,0
4442,NWAnk2,40.025,32.025,1089.115601,0,0,0,1,0,1,0
4443,NWAnk3,40.025,32.025,1089.115601,0,0,0,1,0,1,0
4444,NWAnk4,40.0875,32.0875,574.8582153,0,0,1,1,0,1,0
4445,NWAnk5,40.1125,32.1125,718.8811035,0,0,1,1,0,1,0
4446,NWAnk6,40.1625,32.1625,1037.448486,0,0,0,1,0,1,0
4447,NWAnk7,40.1375,32.1375,742.267334,0,0,1,1,0,1,0
4448,NWAnk8,40.1125,32.1125,718.8811035,0,0,1,1,0,1,0
4449,NWAnk9,40.05,32.05,856.3930664,0,0,0,1,0,1,0
4450,NWAnk10,39.9875,31.9875,1024.361328,0,0,0,1,0,1,0
4451,NWAnk11,39.975,31.975,1043.130249,0,0,0,1,0,1,0
4452,NWAnk12,39.925,31.925,1046.839966,0,0,0,1,0,1,0
4453,NWAnk13,39.9125,31.9125,1062.468872,0,0,0,1,0,1,0
4454,NWAnk14,39.8875,31.8875,745.9777832,0,0,0,1,0,1,0
4455,NWAnk15,39.925,31.925,1046.839966,0,0,0,1,0,1,0
4456,NWAnk16,39.9375,31.9375,1046.755615,0,0,0,1,0,1,0
4457,NWAnk17,39.9875,31.9875,1024.361328,0,0,0,1,0,1,0
4458,NWAnk18,39.925,31.925,1046.839966,0,0,0,1,0,1,0
4459,NWAnk19,39.875,31.875,612.1777954,0,0,0,1,0,1,0
4460,NWAnk20,39.925,31.925,1046.839966,0,0,0,1,0,1,0
4461,NWAnk21,39.875,31.875,612.1777954,0,0,0,1,0,1,0
4462,NWAnk22,39.9125,31.9125,1062.468872,0,0,0,1,0,1,0
4463,NWAnk23,39.975,31.975,1043.130249,0,0,0,1,0,1,0
4464,NWAnk24,40,32,1044.582764,0,0,0,1,0,1,0
4465,NWAnk25,40,32,1044.582764,0,0,0,1,0,1,0
4466,NWAnk26,40,32,1044.582764,0,0,0,1,0,1,0
4467,NWAnk27,39.975,31.975,1043.130249,0,0,0,1,0,1,0
4468,NWAnk28,39.9375,31.9375,1046.755615,0,0,0,1,0,1,0
4469,NWAnk29,40,32,1044.582764,0,0,0,1,0,1,0
4470,NWAnk30,40.0625,32.0625,793.0666504,0,0,0,1,0,1,0
4471,NWAnk31,40.0875,32.0875,574.8582153,0,0,1,1,0,1,0
4472,NWAnk32,40.025,32.025,1089.115601,0,0,0,1,0,1,0
4473,NWAnk33,40.075,32.075,725.2669067,0,0,1,1,0,1,0
4474,NWAnk34,40.05,32.05,856.3930664,0,0,0,1,0,1,0
4475,NWAnk35,40.1,32.1,595.7675781,0,0,1,1,0,1,0
4476,NWAnk36,40.05,32.05,856.3930664,0,0,0,1,0,1,0
4477,NWAnk37,40.0375,32.0375,984.4859009,0,0,0,1,0,1,0
4478,NWAnk38,40.0375,32.0375,984.4859009,0,0,0,1,0,1,0
4479,NWAnk39,40.0375,32.0375,984.4859009,0,0,0,1,0,1,0
4480,NWAnk40,40.1,32.1,595.7675781,0,0,1,1,0,1,0
4481,NWAnk41,40.1125,32.1125,718.8811035,0,0,1,1,0,1,0
4482,NWAnk42,40.1,32.1,595.7675781,0,0,1,1,0,1,0
4483,NWAnk43,40.0625,32.0625,793.0666504,0,0,0,1,0,1,0
4484,NWAnk44,40.125,32.125,685.484436,0,0,1,1,0,1,0
4485,NWAnk45,40.0625,32.0625,793.0666504,0,0,0,1,0,1,0
4486,NWAnk46,40.025,32.025,1089.115601,0,0,0,1,0,1,0
4487,NWAnk47,40,32,1044.582764,0,0,0,1,0,1,0
4488,NWAnk48,40.0625,32.0625,793.0666504,0,0,0,1,0,1,0
4489,NWAnk49,40.125,32.125,685.484436,0,0,1,1,0,1,0
4490,NWAnk50,40.0625,32.0625,793.0666504,0,0,0,1,0,1,0
4491,NWAnk51,40.0875,32.0875,574.8582153,0,0,1,1,0,1,0
4492,NWAnk52,40.05,32.05,856.3930664,0,0,0,1,0,1,0
4493,NWAnk53,40.0625,32.0625,793.0666504,0,0,0,1,0,1,0
4494,NWAnk54,40.0875,32.0875,574.8582153,0,0,1,1,0,1,0
4495,NWAnk55,40.0375,32.0375,984.4859009,0,0,0,1,0,1,0
4496,NWAnk56,40.1,32.1,595.7675781,0,0,1,1,0,1,0
4497,NWAnk57,40.075,32.075,725.2669067,0,0,1,1,0,1,0
4498,NWAnk58,40.075,32.075,725.2669067,0,0,1,1,0,1,0
4499,NWAnk59,40.075,32.075,725.2669067,0,0,1,1,0,1,0
4500,NWAnk60,40.025,32.025,1089.115601,0,0,0,1,0,1,0
4501,NWAnk61,40.075,32.075,725.2669067,0,0,1,1,0,1,0
4502,NWAnk62,40.05,32.05,856.3930664,0,0,0,1,0,1,0
4503,NWAnk63,40.1125,32.1125,718.8811035,0,0,1,1,0,1,0
4504,NWAnk64,40.1625,32.1625,1037.448486,0,0,0,1,0,1,0
4505,NWAnk65,40.225,32.225,783.3624268,0,0,0,0,0,1,0
4506,NWAnk66,40.2375,32.2375,843.3670654,0,0,0,1,0,1,0
4507,NWAnk67,40.2625,32.2625,817.4793091,0,0,0,1,0,1,0
4508,NWAnk68,40.325,32.325,1611.509644,0,0,0,1,0,1,0
4509,NWAnk69,40.2625,32.2625,817.4793091,0,0,0,1,0,1,0
4510,NWAnk70,40.25,32.25,910.8340454,0,0,0,1,0,1,0
4511,NWAnk71,40.2625,32.2625,817.4793091,0,0,0,1,0,1,0
4512,NWAnk72,40.3125,32.3125,1524.400024,0,0,0,1,0,1,0
4513,NWAnk73,40.35,32.35,1281.944702,0,0,0,1,1,1,0
4514,NWAnk74,40.3,32.3,1241.589966,0,0,0,1,0,1,0
4515,NWAnk75,40.2625,32.2625,817.4793091,0,0,0,1,0,1,0
4516,NWAnk76,40.2875,32.2875,1070.921265,0,0,0,1,0,1,0
4517,NWAnk77,40.325,32.325,1611.509644,0,0,0,1,0,1,0
4518,NWAnk78,40.35,32.35,1281.944702,0,0,0,1,1,1,0
4519,NWAnk79,40.3,32.3,1241.589966,0,0,0,1,0,1,0
4520,NWAnk80,40.35,32.35,1281.944702,0,0,0,1,1,1,0
4521,NWAnk81,40.325,32.325,1611.509644,0,0,0,1,0,1,0
4522,NWAnk82,40.325,32.325,1611.509644,0,0,0,1,0,1,0
4523,NWAnk83,40.3,32.3,1241.589966,0,0,0,1,0,1,0
4524,NWAnk84,40.2875,32.2875,1070.921265,0,0,0,1,0,1,0
4525,NWAnk85,40.3125,32.3125,1524.400024,0,0,0,1,0,1,0
4526,NWAnk86,40.25,32.25,910.8340454,0,0,0,1,0,1,0
4527,NWAnk87,40.2375,32.2375,843.3670654,0,0,0,1,0,1,0
4528,NWAnk88,40.275,32.275,938.651001,0,0,0,1,0,1,0
4529,NWAnk89,40.2625,32.2625,817.4793091,0,0,0,1,0,1,0
4530,NWAnk90,40.2125,32.2125,718.3779907,0,0,0,0,0,1,0
4531,NWAnk91,40.15,32.15,936.12146,0,0,1,1,0,1,0
4532,NWAnk92,40.175,32.175,1170.148682,0,0,0,1,0,1,0
4533,NWAnk93,40.2375,32.2375,843.3670654,0,0,0,1,0,1,0
4534,NWAnk94,40.275,32.275,938.651001,0,0,0,1,0,1,0
4535,NWAnk95,40.2375,32.2375,843.3670654,0,0,0,1,0,1,0
4536,NWAnk96,40.2375,32.2375,843.3670654,0,0,0,1,0,1,0
4537,NWAnk97,40.2125,32.2125,718.3779907,0,0,0,0,0,1,0
4538,NWAnk98,40.225,32.225,783.3624268,0,0,0,0,0,1,0
4539,NWAnk99,40.175,32.175,1170.148682,0,0,0,1,0,1,0
4540,NWAnk100,40.125,32.125,685.484436,0,0,1,1,0,1,0
4541,NWAnk101,40.0875,32.0875,574.8582153,0,0,1,1,0,1,0
4542,NWAnk102,40.0625,32.0625,793.0666504,0,0,0,1,0,1,0
4543,NWAnk103,40.05,32.05,856.3930664,0,0,0,1,0,1,0
4544,NWAnk104,40.0125,32.0125,1063.239502,0,0,0,1,0,1,0
4545,NWAnk105,40.0125,32.0125,1063.239502,0,0,0,1,0,1,0
4546,NWAnk106,40.025,32.025,1089.115601,0,0,0,1,0,1,0
4547,NWAnk107,40.075,32.075,725.2669067,0,0,1,1,0,1,0
4548,NWAnk108,40.1,32.1,595.7675781,0,0,1,1,0,1,0
4549,NWAnk109,40.15,32.15,936.12146,0,0,1,1,0,1,0
4550,NWAnk110,40.2125,32.2125,718.3779907,0,0,0,0,0,1,0
4551,NWAnk111,40.1625,32.1625,1037.448486,0,0,0,1,0,1,0
4552,NWAnk112,40.1125,32.1125,718.8811035,0,0,1,1,0,1,0
4553,NWAnk113,40.075,32.075,725.2669067,0,0,1,1,0,1,0
4554,NWAnk114,40.05,32.05,856.3930664,0,0,0,1,0,1,0
4555,NWAnk115,40,32,1044.582764,0,0,0,1,0,1,0
4556,NWAnk116,40.0125,32.0125,1063.239502,0,0,0,1,0,1,0
4557,NWAnk117,40.0125,32.0125,1063.239502,0,0,0,1,0,1,0
4558,NWAnk118,39.9875,31.9875,1024.361328,0,0,0,1,0,1,0
4559,NWAnk119,39.9875,31.9875,1024.361328,0,0,0,1,0,1,0
4560,NWAnk120,39.95,31.95,1054.324097,0,0,0,1,0,1,0
4561,NWAnk121,39.8875,31.8875,745.9777832,0,0,0,1,0,1,0
4562,NWAnk122,39.9375,31.9375,1046.755615,0,0,0,1,0,1,0
4563,NWAnk123,39.8875,31.8875,745.9777832,0,0,0,1,0,1,0
4564,NWAnk124,39.825,31.825,771.4044189,0,0,0,1,0,1,0
4565,NWAnk125,39.7625,31.7625,905.1555786,0,0,0,1,0,1,0
4566,NWAnk126,39.825,31.825,771.4044189,0,0,0,1,0,1,0
4567,NWAnk127,39.775,31.775,909.2406006,0,0,0,1,0,1,0
4568,NWAnk128,39.7625,31.7625,905.1555786,0,0,0,1,0,1,0
4569,NWAnk129,39.7625,31.7625,905.1555786,0,0,0,1,0,1,0
4570,NWAnk130,39.7875,31.7875,936.7568359,0,0,0,1,0,1,0
4571,NWAnk131,39.8125,31.8125,819.777771,0,0,0,1,0,1,0
4572,NWAnk132,39.75,31.75,912.6829834,0,0,0,1,0,1,0
4573,NWAnk133,39.6875,31.6875,732.8592529,0,0,0,1,1,1,0
4574,NWAnk134,39.675,31.675,756.309021,0,0,0,1,1,1,0
4575,NWAnk135,39.7125,31.7125,745.2355347,0,0,0,1,1,1,0
4576,NWAnk136,39.6875,31.6875,732.8592529,0,0,0,1,1,1,0
4577,NWAnk137,39.675,31.675,756.309021,0,0,0,1,1,1,0
4578,NWAnk138,39.625,31.625,965.8449097,0,0,0,1,1,1,0
4579,NWAnk139,39.65,31.65,914.7874146,0,0,0,1,1,1,0
4580,NWAnk140,39.6625,31.6625,863.270874,0,0,0,1,1,1,0
4581,NWAnk141,39.6875,31.6875,732.8592529,0,0,0,1,1,1,0
4582,NWAnk142,39.675,31.675,756.309021,0,0,0,1,1,1,0
4583,NWAnk143,39.725,31.725,806.1452637,0,0,0,1,0,1,0
4584,NWAnk144,39.7,31.7,702.1668701,0,0,0,1,1,1,0
4585,NWAnk145,39.675,31.675,756.309021,0,0,0,1,1,1,0
4586,NWAnk146,39.7,31.7,702.1668701,0,0,0,1,1,1,0
4587,NWAnk147,39.675,31.675,756.309021,0,0,0,1,1,1,0
4588,NWAnk148,39.675,31.675,756.309021,0,0,0,1,1,1,0
4589,NWAnk149,39.6625,31.6625,863.270874,0,0,0,1,1,1,0
4590,NWAnk150,39.725,31.725,806.1452637,0,0,0,1,0,1,0
4591,NWAnk151,39.775,31.775,909.2406006,0,0,0,1,0,1,0
4592,NWAnk152,39.8125,31.8125,819.777771,0,0,0,1,0,1,0
4593,NWAnk153,39.85,31.85,597.6003418,0,0,0,1,0,1,0
4594,NWAnk154,39.825,31.825,771.4044189,0,0,0,1,0,1,0
4595,NWAnk155,39.875,31.875,612.1777954,0,0,0,1,0,1,0
4596,NWAnk156,39.8125,31.8125,819.777771,0,0,0,1,0,1,0
4597,NWAnk157,39.775,31.775,909.2406006,0,0,0,1,0,1,0
4598,NWAnk158,39.7125,31.7125,745.2355347,0,0,0,1,1,1,0
4599,NWAnk159,39.7,31.7,702.1668701,0,0,0,1,1,1,0
4600,NWAnk160,39.7125,31.7125,745.2355347,0,0,0,1,1,1,0
4601,NWAnk161,39.6875,31.6875,732.8592529,0,0,0,1,1,1,0
4602,NWAnk162,39.675,31.675,756.309021,0,0,0,1,1,1,0
4603,NWAnk163,39.6875,31.6875,732.8592529,0,0,0,1,1,1,0
4604,NWAnk164,39.7375,31.7375,886.062439,0,0,0,1,0,1,0
4605,NWAnk165,39.75,31.75,912.6829834,0,0,0,1,0,1,0
4606,NWAnk166,39.7625,31.7625,905.1555786,0,0,0,1,0,1,0
4607,NWAnk167,39.725,31.725,806.1452637,0,0,0,1,0,1,0
4608,NWAnk168,39.7375,31.7375,886.062439,0,0,0,1,0,1,0
4609,NWAnk169,39.7625,31.7625,905.1555786,0,0,0,1,0,1,0
4610,NWAnk170,39.7875,31.7875,936.7568359,0,0,0,1,0,1,0
4611,NWAnk171,39.7625,31.7625,905.1555786,0,0,0,1,0,1,0
4612,NWAnk172,39.7875,31.7875,936.7568359,0,0,0,1,0,1,0
4613,NWAnk173,39.7625,31.7625,905.1555786,0,0,0,1,0,1,0
4614,NWAnk174,39.775,31.775,909.2406006,0,0,0,1,0,1,0
4615,NWAnk175,39.725,31.725,806.1452637,0,0,0,1,0,1,0
4616,NWAnk176,39.7125,31.7125,745.2355347,0,0,0,1,1,1,0
4617,NWAnk177,39.7375,31.7375,886.062439,0,0,0,1,0,1,0
4618,NWAnk178,39.725,31.725,806.1452637,0,0,0,1,0,1,0
4619,NWAnk179,39.775,31.775,909.2406006,0,0,0,1,0,1,0
4620,NWAnk180,39.75,31.75,912.6829834,0,0,0,1,0,1,0
4621,NWAnk181,39.7,31.7,702.1668701,0,0,0,1,1,1,0
4622,NWAnk182,39.7,31.7,702.1668701,0,0,0,1,1,1,0
4623,NWAnk183,39.725,31.725,806.1452637,0,0,0,1,0,1,0
4624,NWAnk184,39.675,31.675,756.309021,0,0,0,1,1,1,0
4625,NWAnk185,39.6375,31.6375,939.2088623,0,0,0,1,1,1,0
4626,NWAnk186,39.6375,31.6375,939.2088623,0,0,0,1,1,1,0
4627,NWAnk187,39.6625,31.6625,863.270874,0,0,0,1,1,1,0
4628,NWAnk188,39.7,31.7,702.1668701,0,0,0,1,1,1,0
4629,NWAnk189,39.7375,31.7375,886.062439,0,0,0,1,0,1,0
4630,NWAnk190,39.7875,31.7875,936.7568359,0,0,0,1,0,1,0
4631,NWAnk191,39.75,31.75,912.6829834,0,0,0,1,0,1,0
4632,NWAnk192,39.8125,31.8125,819.777771,0,0,0,1,0,1,0
4633,NWAnk193,39.8375,31.8375,701.9269409,0,0,0,1,0,1,0
4634,NWAnk194,39.8875,31.8875,745.9777832,0,0,0,1,0,1,0
4635,NWAnk195,39.8875,31.8875,745.9777832,0,0,0,1,0,1,0
4636,NWAnk196,39.9125,31.9125,1062.468872,0,0,0,1,0,1,0
4637,NWAnk197,39.8875,31.8875,745.9777832,0,0,0,1,0,1,0
4638,NWAnk198,39.9375,31.9375,1046.755615,0,0,0,1,0,1,0
4639,NWAnk199,39.9375,31.9375,1046.755615,0,0,0,1,0,1,0
4640,NWAnk200,39.925,31.925,1046.839966,0,0,0,1,0,1,0
4641,NWAnk201,39.9125,31.9125,1062.468872,0,0,0,1,0,1,0
4642,NWAnk202,39.9375,31.9375,1046.755615,0,0,0,1,0,1,0
4643,NWAnk203,39.9125,31.9125,1062.468872,0,0,0,1,0,1,0
4644,NWAnk204,39.925,31.925,1046.839966,0,0,0,1,0,1,0
4645,NWAnk205,39.95,31.95,1054.324097,0,0,0,1,0,1,0
4646,NWAnk206,40,32,1044.582764,0,0,0,1,0,1,0
4647,NWAnk207,40.0125,32.0125,1063.239502,0,0,0,1,0,1,0
4648,NWAnk208,40.0625,32.0625,793.0666504,0,0,0,1,0,1,0
4649,NWAnk209,40.075,32.075,725.2669067,0,0,1,1,0,1,0
4650,NWAnk210,40.0625,32.0625,793.0666504,0,0,0,1,0,1,0
4651,NWAnk211,40.0875,32.0875,574.8582153,0,0,1,1,0,1,0
4652,NWAnk212,40.1,32.1,595.7675781,0,0,1,1,0,1,0
4653,NWAnk213,40.125,32.125,685.484436,0,0,1,1,0,1,0
4654,NWAnk214,40.1625,32.1625,1037.448486,0,0,0,1,0,1,0
4655,NWAnk215,40.15,32.15,936.12146,0,0,1,1,0,1,0
4656,NWAnk216,40.2125,32.2125,718.3779907,0,0,0,0,0,1,0
4657,NWAnk217,40.2625,32.2625,817.4793091,0,0,0,1,0,1,0
4658,NWAnk218,40.25,32.25,910.8340454,0,0,0,1,0,1,0
4659,NWAnk219,40.2375,32.2375,843.3670654,0,0,0,1,0,1,0
4660,NWAnk220,40.2,32.2,792.2839966,0,0,0,1,0,1,0
4661,NWAnk221,40.2625,32.2625,817.4793091,0,0,0,1,0,1,0
4662,NWAnk222,40.2875,32.2875,1070.921265,0,0,0,1,0,1,0
4663,NWAnk223,40.3125,32.3125,1524.400024,0,0,0,1,0,1,0
4664,NWAnk224,40.325,32.325,1611.509644,0,0,0,1,0,1,0
4665,NWAnk225,40.2875,32.2875,1070.921265,0,0,0,1,0,1,0
4666,NWAnk226,40.2375,32.2375,843.3670654,0,0,0,1,0,1,0
4667,NWAnk227,40.175,32.175,1170.148682,0,0,0,1,0,1,0
4668,NWAnk228,40.2,32.2,792.2839966,0,0,0,1,0,1,0
4669,NWAnk229,40.1875,32.1875,855.6716309,0,0,0,1,0,1,0
4670,NWAnk230,40.175,32.175,1170.148682,0,0,0,1,0,1,0
4671,NWAnk231,40.1375,32.1375,742.267334,0,0,1,1,0,1,0
4672,NWAnk232,40.15,32.15,936.12146,0,0,1,1,0,1,0
4673,NWAnk233,40.15,32.15,936.12146,0,0,1,1,0,1,0
4674,NWAnk234,40.1375,32.1375,742.267334,0,0,1,1,0,1,0
4675,NWAnk235,40.0875,32.0875,574.8582153,0,0,1,1,0,1,0
4676,NWAnk236,40.0875,32.0875,574.8582153,0,0,1,1,0,1,0
4677,NWAnk237,40.0875,32.0875,574.8582153,0,0,1,1,0,1,0
4678,NWAnk238,40.1,32.1,595.7675781,0,0,1,1,0,1,0
4679,NWAnk239,40.1375,32.1375,742.267334,0,0,1,1,0,1,0
4680,NWAnk240,40.1125,32.1125,718.8811035,0,0,1,1,0,1,0
4681,NWAnk241,40.175,32.175,1170.148682,0,0,0,1,0,1,0
4682,NWAnk242,40.2,32.2,792.2839966,0,0,0,1,0,1,0
4683,NWAnk243,40.1625,32.1625,1037.448486,0,0,0,1,0,1,0
4684,NWAnk244,40.15,32.15,936.12146,0,0,1,1,0,1,0
4685,NWAnk245,40.0875,32.0875,574.8582153,0,0,1,1,0,1,0
4686,NWAnk246,40.0375,32.0375,984.4859009,0,0,0,1,0,1,0
4687,NWAnk247,40,32,1044.582764,0,0,0,1,0,1,0
4688,NWAnk248,40.0375,32.0375,984.4859009,0,0,0,1,0,1,0
4689,NWAnk249,40.0625,32.0625,793.0666504,0,0,0,1,0,1,0
4690,NWAnk250,40,32,1044.582764,0,0,0,1,0,1,0
4691,NWAnk251,39.9375,31.9375,1046.755615,0,0,0,1,0,1,0
4692,NWAnk252,39.975,31.975,1043.130249,0,0,0,1,0,1,0
4693,NWAnk253,40.0125,32.0125,1063.239502,0,0,0,1,0,1,0
4694,NWAnk254,40.0375,32.0375,984.4859009,0,0,0,1,0,1,0
4695,NWAnk255,39.975,31.975,1043.130249,0,0,0,1,0,1,0
4696,NWAnk256,39.9625,31.9625,1034.17334,0,0,0,1,0,1,0
4697,NWAnk257,39.975,31.975,1043.130249,0,0,0,1,0,1,0
4698,NWAnk258,40,32,1044.582764,0,0,0,1,0,1,0
4699,NWAnk259,40.0625,32.0625,793.0666504,0,0,0,1,0,1,0
4700,NWAnk260,40.1125,32.1125,718.8811035,0,0,1,1,0,1,0
4701,NWAnk261,40.1125,32.1125,718.8811035,0,0,1,1,0,1,0
4702,NWAnk262,40.1,32.1,595.7675781,0,0,1,1,0,1,0
4703,NWAnk263,40.0875,32.0875,574.8582153,0,0,1,1,0,1,0
4704,NWAnk264,40.025,32.025,1089.115601,0,0,0,1,0,1,0
4705,NWAnk265,40.0125,32.0125,1063.239502,0,0,0,1,0,1,0
4706,NWAnk266,40.05,32.05,856.3930664,0,0,0,1,0,1,0
4707,NWAnk267,40.1,32.1,595.7675781,0,0,1,1,0,1,0
4708,NWAnk268,40.1375,32.1375,742.267334,0,0,1,1,0,1,0
4709,NWAnk269,40.175,32.175,1170.148682,0,0,0,1,0,1,0
4710,NWAnk270,40.175,32.175,1170.148682,0,0,0,1,0,1,0
4711,NWAnk271,40.2,32.2,792.2839966,0,0,0,1,0,1,0
4712,NWAnk272,40.225,32.225,783.3624268,0,0,0,0,0,1,0
4713,NWAnk273,40.1625,32.1625,1037.448486,0,0,0,1,0,1,0
4714,NWAnk274,40.1875,32.1875,855.6716309,0,0,0,1,0,1,0
4715,NWAnk275,40.25,32.25,910.8340454,0,0,0,1,0,1,0
4716,NWAnk276,40.3125,32.3125,1524.400024,0,0,0,1,0,1,0
4717,NWAnk277,40.2625,32.2625,817.4793091,0,0,0,1,0,1,0
4718,NWAnk278,40.2,32.2,792.2839966,0,0,0,1,0,1,0
4719,NWAnk279,40.1375,32.1375,742.267334,0,0,1,1,0,1,0
4720,NWAnk280,40.075,32.075,725.2669067,0,0,1,1,0,1,0
4721,NWAnk281,40.0875,32.0875,574.8582153,0,0,1,1,0,1,0
4722,NWAnk282,40.025,32.025,1089.115601,0,0,0,1,0,1,0
4723,NWAnk283,40.0875,32.0875,574.8582153,0,0,1,1,0,1,0
4724,NWAnk284,40.0875,32.0875,574.8582153,0,0,1,1,0,1,0
4725,NWAnk285,40.1,32.1,595.7675781,0,0,1,1,0,1,0
4726,NWAnk286,40.0375,32.0375,984.4859009,0,0,0,1,0,1,0
4727,NWAnk287,39.9875,31.9875,1024.361328,0,0,0,1,0,1,0
4728,NWAnk288,40.025,32.025,1089.115601,0,0,0,1,0,1,0
4729,NWAnk289,39.9625,31.9625,1034.17334,0,0,0,1,0,1,0
4730,NWAnk290,40,32,1044.582764,0,0,0,1,0,1,0
4731,NWAnk291,39.975,31.975,1043.130249,0,0,0,1,0,1,0
4732,NWAnk292,39.9625,31.9625,1034.17334,0,0,0,1,0,1,0
4733,NWAnk293,39.9,31.9,889.347229,0,0,0,1,0,1,0
4734,NWAnk294,39.9625,31.9625,1034.17334,0,0,0,1,0,1,0
4735,NWAnk295,39.9625,31.9625,1034.17334,0,0,0,1,0,1,0
4736,NWAnk296,39.9625,31.9625,1034.17334,0,0,0,1,0,1,0
4737,NWAnk297,39.975,31.975,1043.130249,0,0,0,1,0,1,0
4738,NWAnk298,40.0125,32.0125,1063.239502,0,0,0,1,0,1,0
4739,NWAnk299,39.9625,31.9625,1034.17334,0,0,0,1,0,1,0
4740,Denizl0,38.5,33,961.2666626,0,0,0,1,0,1,0
4741,Denizl1,38.4375,33.0625,965.333313,0,0,0,1,0,1,0
4742,Denizl2,38.475,33.025,964.7199707,0,0,0,1,0,1,0
4743,Denizl3,38.5125,32.9875,968.2564087,0,0,0,1,0,1,0
4744,Denizl4,38.4875,33.0125,962.9698486,0,0,0,1,0,1,0
4745,Denizl5,38.55,32.95,942.4516602,0,0,0,1,0,1,0
4746,Denizl6,38.5625,32.9375,941.1555786,0,0,0,1,0,1,0
4747,Denizl7,38.5625,32.9375,941.1555786,0,0,0,1,0,1,0
4748,Denizl8,38.5125,32.9875,968.2564087,0,0,0,1,0,1,0
4749,Denizl9,38.525,32.975,957.5777588,0,0,0,1,0,1,0
4750,Denizl10,38.525,32.975,957.5777588,0,0,0,1,0,1,0
4751,Denizl11,38.5375,32.9625,974.5874023,0,0,0,1,0,1,0
4752,Denizl12,38.5125,32.9875,968.2564087,0,0,0,1,0,1,0
4753,Denizl13,38.4875,33.0125,962.9698486,0,0,0,1,0,1,0
4754,Denizl14,38.5125,32.9875,968.2564087,0,0,0,1,0,1,0
4755,Denizl15,38.45,33.05,964.0710449,0,0,0,1,0,1,0
4756,Denizl16,38.425,33.075,966,0,0,0,1,0,1,0
4757,Denizl17,38.4625,33.0375,967.848877,0,0,0,1,0,1,0
4758,Denizl18,38.45,33.05,964.0710449,0,0,0,1,0,1,0
4759,Denizl19,38.45,33.05,964.0710449,0,0,0,1,0,1,0
4760,Denizl20,38.5125,32.9875,968.2564087,0,0,0,1,0,1,0
4761,Denizl21,38.525,32.975,957.5777588,0,0,0,1,0,1,0
4762,Denizl22,38.575,32.925,979.4666748,0,0,0,1,0,1,0
4763,Denizl23,38.6125,32.8875,1010.527527,0,0,0,1,0,1,0
4764,Denizl24,38.625,32.875,1020.155579,0,0,0,1,0,1,0
4765,Denizl25,38.625,32.875,1020.155579,0,0,0,1,0,1,0
4766,Denizl26,38.6125,32.8875,1010.527527,0,0,0,1,0,1,0
4767,Denizl27,38.575,32.925,979.4666748,0,0,0,1,0,1,0
4768,Denizl28,38.6375,32.8625,1027.091431,0,0,0,1,0,1,0
4769,Denizl29,38.6125,32.8875,1010.527527,0,0,0,1,0,1,0
4770,Denizl30,38.5875,32.9125,993.2755737,0,0,0,1,0,1,0
4771,Denizl31,38.5375,32.9625,974.5874023,0,0,0,1,0,1,0
4772,Denizl32,38.5,33,961.2666626,0,0,0,1,0,1,0
